,ID_FIRMA,START_DATE_WEEK,VENIT,CHELTUIALA,TVA IN,TVA OUT,CASHFLOW,SLOT 1,SLOT 2,SLOT 3,SLOT 4,SLOT 5,SLOT 6,SLOT 7,SLOT 8,SLOT 9,SLOT 10,SLOT 11,SLOT 12,SLOT 13,SLOT 14,SLOT 15,SLOT 16,SLOT 17,SLOT 18,SLOT 19,SLOT 20
50,90,2020-12-21,186133.3,174914.35,11588.97,9433.07,-4653.28,416.0,399.0,425.0,474.0,459.0,437.0,454.0,392.0,429.0,392.0,435.0,386.0,446.0,473.0,431.0,388.0,412.0,458.0,474.0,440.0
51,90,2020-12-28,148492.52,158659.86,10856.34,15743.2,7321.3,402.0,413.0,465.0,455.0,418.0,429.0,442.0,393.0,431.0,381.0,417.0,490.0,450.0,460.0,425.0,435.0,414.0,404.0,397.0,442.0
52,90,2021-01-04,185125.49,141423.56,8978.45,11990.74,3678.25,458.0,458.0,405.0,463.0,401.0,407.0,398.0,433.0,400.0,456.0,426.0,455.0,450.0,462.0,471.0,428.0,436.0,455.0,383.0,392.0
53,90,2021-01-11,130222.03,125100.08,13474.33,12451.72,975.16,473.0,470.0,373.0,395.0,416.0,468.0,483.0,434.0,447.0,434.0,457.0,435.0,458.0,419.0,413.0,464.0,459.0,457.0,478.0,404.0
54,90,2021-01-18,162783.78,141404.56,14452.51,15379.22,5304.2,474.0,489.0,441.0,447.0,386.0,384.0,457.0,418.0,480.0,452.0,390.0,479.0,423.0,440.0,482.0,453.0,475.0,392.0,405.0,473.0
55,90,2021-01-25,128143.42,128748.3,9310.3,14190.55,5116.57,444.0,486.0,478.0,405.0,395.0,426.0,455.0,452.0,392.0,427.0,411.0,448.0,469.0,439.0,405.0,484.0,417.0,381.0,472.0,471.0
56,90,2021-02-01,170908.22,128670.3,15509.33,15834.71,5395.11,419.0,481.0,458.0,463.0,436.0,410.0,426.0,462.0,427.0,431.0,441.0,415.0,429.0,446.0,444.0,414.0,425.0,488.0,457.0,455.0
57,90,2021-02-08,158664.56,162281.08,14122.01,10158.06,4753.9,418.0,422.0,432.0,497.0,444.0,485.0,431.0,414.0,408.0,484.0,446.0,474.0,478.0,393.0,428.0,407.0,390.0,433.0,454.0,441.0
58,90,2021-02-15,146424.91,120539.05,11590.05,13916.64,3616.02,470.0,389.0,463.0,477.0,399.0,489.0,400.0,423.0,434.0,404.0,406.0,460.0,441.0,386.0,435.0,476.0,470.0,413.0,457.0,464.0
59,90,2021-02-22,120023.98,175864.15,11434.29,10893.94,3354.77,455.0,441.0,402.0,435.0,420.0,476.0,382.0,436.0,438.0,414.0,492.0,478.0,418.0,383.0,417.0,379.0,411.0,456.0,464.0,449.0
60,90,2021-03-01,123114.39,138644.15,13221.67,9886.76,5789.61,454.0,420.0,456.0,401.0,469.0,413.0,414.0,452.0,469.0,401.0,397.0,490.0,422.0,476.0,427.0,442.0,465.0,420.0,460.0,459.0
61,90,2021-03-08,144462.3,154967.64,14282.81,12814.98,896.34,433.0,466.0,454.0,472.0,489.0,470.0,480.0,389.0,472.0,427.0,448.0,422.0,431.0,394.0,380.0,448.0,444.0,438.0,477.0,469.0
62,90,2021-03-15,169883.42,164098.69,8980.97,14646.4,8694.0,409.0,437.0,472.0,422.0,490.0,420.0,426.0,460.0,478.0,386.0,465.0,439.0,488.0,465.0,488.0,476.0,418.0,474.0,409.0,434.0
63,90,2021-03-22,128150.42,145989.59,10208.22,17394.38,8463.02,429.0,417.0,467.0,395.0,490.0,465.0,405.0,453.0,426.0,440.0,424.0,400.0,457.0,415.0,470.0,380.0,444.0,431.0,457.0,476.0
64,90,2021-03-29,144399.3,119677.25,10046.07,10981.67,-519.13,491.0,468.0,453.0,402.0,419.0,455.0,394.0,469.0,468.0,476.0,397.0,403.0,391.0,407.0,424.0,419.0,451.0,389.0,468.0,441.0
65,90,2021-04-05,179016.66,123301.47,15999.37,11352.13,2197.13,416.0,382.0,385.0,449.0,422.0,429.0,440.0,440.0,423.0,420.0,478.0,488.0,458.0,450.0,408.0,431.0,404.0,398.0,404.0,434.0
66,90,2021-04-12,188158.91,164048.69,12081.7,16475.21,1706.69,444.0,428.0,399.0,474.0,423.0,402.0,465.0,413.0,454.0,414.0,455.0,383.0,455.0,453.0,458.0,426.0,437.0,440.0,411.0,473.0
67,90,2021-04-19,161715.98,177723.76,12000.54,16198.15,10258.16,452.0,393.0,419.0,408.0,439.0,419.0,423.0,389.0,404.0,449.0,467.0,474.0,389.0,442.0,466.0,458.0,409.0,408.0,419.0,435.0
68,90,2021-04-26,118000.37,162234.08,13714.13,9155.92,-2948.94,412.0,402.0,457.0,400.0,485.0,386.0,411.0,432.0,460.0,479.0,473.0,435.0,485.0,417.0,391.0,479.0,437.0,463.0,410.0,454.0
69,90,2021-05-03,155617.15,155000.64,9388.58,13181.57,5184.71,447.0,412.0,423.0,427.0,483.0,481.0,497.0,481.0,461.0,437.0,398.0,457.0,457.0,471.0,392.0,422.0,430.0,444.0,399.0,410.0
70,90,2021-05-10,149535.32,132355.52,12896.93,9793.09,2925.68,443.0,390.0,383.0,400.0,386.0,447.0,453.0,405.0,386.0,459.0,437.0,446.0,421.0,381.0,432.0,468.0,488.0,466.0,458.0,424.0
71,90,2021-05-17,143443.49,140497.76,12165.65,15473.79,902.21,466.0,474.0,385.0,473.0,416.0,425.0,409.0,466.0,437.0,468.0,410.0,440.0,408.0,400.0,476.0,464.0,447.0,468.0,374.0,406.0
72,90,2021-05-24,158685.56,97007.12,15511.85,11442.3,-3733.65,471.0,403.0,421.0,399.0,450.0,394.0,440.0,407.0,472.0,442.0,395.0,457.0,406.0,412.0,475.0,423.0,420.0,480.0,447.0,400.0
73,90,2021-05-31,129224.22,152315.22,12896.03,12728.42,5881.21,471.0,463.0,463.0,431.0,475.0,411.0,405.0,441.0,487.0,423.0,477.0,436.0,402.0,410.0,388.0,415.0,467.0,467.0,456.0,468.0
74,90,2021-06-07,120045.98,94299.71,10122.91,15382.82,3413.78,408.0,377.0,465.0,391.0,484.0,396.0,485.0,381.0,383.0,383.0,401.0,396.0,443.0,447.0,391.0,430.0,408.0,419.0,393.0,481.0
75,90,2021-06-14,157694.76,116963.83,9306.16,14191.36,4856.66,395.0,407.0,408.0,477.0,442.0,401.0,429.0,463.0,468.0,421.0,476.0,409.0,402.0,408.0,463.0,423.0,467.0,460.0,406.0,379.0
76,90,2021-06-21,110831.73,122332.66,10201.92,9246.18,935.63,463.0,401.0,402.0,417.0,404.0,441.0,466.0,477.0,382.0,376.0,408.0,464.0,401.0,459.0,463.0,439.0,470.0,486.0,395.0,401.0
77,90,2021-06-28,129229.22,119675.25,13065.28,14647.48,9709.85,474.0,433.0,440.0,401.0,422.0,471.0,464.0,448.0,457.0,411.0,381.0,392.0,450.0,442.0,436.0,382.0,412.0,468.0,466.0,461.0
78,90,2021-07-05,159692.37,164969.49,16079.27,14188.12,1686.14,445.0,418.0,392.0,458.0,401.0,489.0,462.0,463.0,437.0,487.0,482.0,455.0,399.0,403.0,400.0,401.0,460.0,456.0,459.0,391.0
79,90,2021-07-12,141379.88,90673.49,8167.99,16572.57,-2310.95,481.0,453.0,428.0,400.0,450.0,420.0,446.0,450.0,470.0,471.0,390.0,392.0,372.0,420.0,436.0,421.0,372.0,376.0,440.0,396.0
80,90,2021-07-19,193232.93,131454.71,14935.08,14833.39,1479.88,419.0,420.0,408.0,460.0,406.0,383.0,433.0,478.0,468.0,385.0,418.0,423.0,388.0,406.0,403.0,405.0,459.0,462.0,492.0,422.0
81,90,2021-07-26,150499.13,171367.13,9225.36,9521.43,421.44,391.0,386.0,425.0,426.0,457.0,442.0,450.0,432.0,469.0,470.0,466.0,484.0,456.0,424.0,393.0,395.0,447.0,420.0,408.0,444.0
82,90,2021-08-02,108884.12,169526.52,14615.83,10988.15,2698.0,418.0,434.0,471.0,476.0,458.0,459.0,389.0,472.0,474.0,432.0,439.0,394.0,400.0,477.0,431.0,472.0,472.0,471.0,467.0,437.0
83,90,2021-08-09,148507.52,173165.74,11103.34,12360.75,-697.49,390.0,435.0,447.0,444.0,452.0,495.0,459.0,419.0,454.0,428.0,447.0,471.0,429.0,421.0,438.0,387.0,397.0,467.0,440.0,445.0
84,90,2021-08-16,172941.83,136837.54,14127.77,13179.14,1824.86,427.0,447.0,455.0,448.0,460.0,433.0,432.0,463.0,440.0,459.0,451.0,372.0,480.0,460.0,443.0,398.0,489.0,468.0,457.0,446.0
85,90,2021-08-23,200328.57,135976.74,10773.56,15011.55,3280.77,429.0,447.0,389.0,457.0,414.0,443.0,397.0,453.0,399.0,460.0,472.0,433.0,433.0,469.0,444.0,434.0,441.0,428.0,421.0,420.0
86,90,2021-08-30,123051.39,154089.83,14204.97,13641.2,6564.83,424.0,470.0,478.0,406.0,462.0,428.0,400.0,452.0,393.0,418.0,481.0,449.0,433.0,469.0,456.0,438.0,419.0,459.0,458.0,473.0
87,90,2021-09-06,191164.32,134171.13,14127.14,13730.56,-2701.19,434.0,383.0,420.0,409.0,387.0,464.0,401.0,444.0,447.0,451.0,470.0,427.0,381.0,420.0,447.0,486.0,398.0,426.0,413.0,443.0
88,90,2021-09-13,171859.03,145020.78,9800.78,15651.69,5843.96,421.0,488.0,403.0,432.0,463.0,470.0,408.0,393.0,462.0,464.0,456.0,420.0,389.0,390.0,411.0,471.0,399.0,420.0,463.0,414.0
89,90,2021-09-20,150542.13,137790.34,14780.04,15744.46,-872.08,457.0,454.0,471.0,398.0,437.0,454.0,402.0,481.0,448.0,421.0,470.0,411.0,408.0,384.0,381.0,448.0,449.0,428.0,405.0,445.0
90,90,2021-09-27,195262.54,161330.27,10943.72,10254.88,-2316.68,406.0,485.0,392.0,437.0,396.0,399.0,408.0,425.0,415.0,457.0,469.0,408.0,475.0,418.0,418.0,397.0,475.0,425.0,454.0,445.0
91,90,2021-10-04,118013.37,165903.3,15184.05,17937.43,8584.57,382.0,498.0,490.0,394.0,417.0,463.0,476.0,422.0,458.0,396.0,457.0,419.0,409.0,448.0,411.0,429.0,411.0,394.0,467.0,435.0
92,90,2021-10-11,173945.64,106006.17,15269.36,16934.75,5011.75,489.0,409.0,475.0,490.0,460.0,431.0,391.0,398.0,432.0,410.0,379.0,483.0,459.0,474.0,452.0,455.0,446.0,451.0,465.0,479.0
93,90,2021-10-18,118023.37,124145.27,9637.02,16657.15,-2042.97,417.0,390.0,451.0,399.0,477.0,423.0,435.0,478.0,419.0,421.0,453.0,438.0,463.0,484.0,435.0,399.0,482.0,397.0,472.0,431.0
94,90,2021-10-25,197268.15,165017.49,10530.25,11630.36,433.19,451.0,474.0,410.0,425.0,422.0,438.0,420.0,412.0,411.0,486.0,408.0,462.0,433.0,407.0,452.0,444.0,437.0,484.0,405.0,408.0
95,90,2021-11-01,197304.15,154112.83,9799.7,12995.85,4242.93,428.0,476.0,422.0,419.0,490.0,466.0,445.0,436.0,421.0,423.0,405.0,377.0,401.0,477.0,388.0,438.0,418.0,495.0,445.0,411.0
96,90,2021-11-08,135235.05,106904.98,15834.88,12176.01,5496.96,467.0,409.0,495.0,403.0,397.0,431.0,414.0,427.0,399.0,387.0,473.0,443.0,414.0,410.0,405.0,419.0,440.0,461.0,481.0,455.0
97,90,2021-11-15,182023.08,119610.25,9388.49,12173.94,3544.15,475.0,383.0,408.0,432.0,445.0,433.0,458.0,457.0,473.0,437.0,490.0,470.0,478.0,465.0,375.0,397.0,482.0,426.0,431.0,443.0
98,90,2021-11-22,137327.66,134198.13,9065.73,15015.24,-5342.64,439.0,411.0,456.0,461.0,396.0,390.0,434.0,422.0,444.0,401.0,456.0,440.0,449.0,442.0,477.0,404.0,460.0,422.0,384.0,461.0
99,90,2021-11-29,160739.17,121430.86,11351.24,14374.29,7848.7,466.0,452.0,449.0,402.0,395.0,386.0,427.0,414.0,397.0,433.0,451.0,384.0,458.0,414.0,481.0,452.0,459.0,428.0,458.0,478.0
100,90,2021-12-06,157692.76,136911.54,15676.52,14467.88,1414.97,405.0,433.0,470.0,412.0,381.0,425.0,466.0,442.0,427.0,458.0,401.0,440.0,441.0,395.0,412.0,409.0,452.0,466.0,444.0,464.0
101,90,2021-12-13,159736.37,135941.74,10043.46,14644.33,3455.22,417.0,398.0,426.0,472.0,451.0,437.0,484.0,408.0,481.0,380.0,479.0,452.0,421.0,467.0,415.0,451.0,428.0,445.0,421.0,412.0
102,90,2021-12-20,134234.25,172208.93,10044.81,10342.8,6660.47,383.0,382.0,451.0,395.0,478.0,405.0,439.0,449.0,423.0,385.0,486.0,386.0,486.0,437.0,373.0,386.0,400.0,467.0,410.0,474.0
103,90,2021-12-27,130181.03,162219.08,11102.71,16387.84,610.65,411.0,494.0,445.0,476.0,458.0,495.0,427.0,448.0,443.0,432.0,471.0,481.0,459.0,404.0,386.0,401.0,426.0,433.0,376.0,445.0
104,90,2022-01-03,137302.66,168661.71,10043.91,15746.08,4426.36,438.0,440.0,437.0,451.0,462.0,403.0,455.0,446.0,404.0,484.0,477.0,449.0,443.0,449.0,389.0,394.0,466.0,479.0,437.0,436.0
105,90,2022-01-10,169856.42,107877.78,14120.84,9978.64,-1771.85,456.0,408.0,439.0,466.0,432.0,494.0,405.0,388.0,486.0,387.0,429.0,401.0,382.0,446.0,436.0,421.0,451.0,455.0,418.0,469.0
106,90,2022-01-17,186100.3,166808.1,12814.86,9243.12,2659.43,469.0,492.0,459.0,455.0,463.0,417.0,457.0,409.0,415.0,374.0,414.0,447.0,378.0,465.0,459.0,394.0,401.0,391.0,438.0,436.0
107,90,2022-01-24,105773.71,173108.74,8248.98,14188.39,8567.97,395.0,398.0,433.0,444.0,448.0,411.0,426.0,465.0,447.0,431.0,456.0,475.0,469.0,473.0,489.0,406.0,404.0,473.0,448.0,471.0
108,90,2022-01-31,117953.37,174032.54,15345.21,11897.07,290.88,432.0,382.0,391.0,411.0,436.0,395.0,404.0,453.0,410.0,396.0,479.0,422.0,492.0,435.0,428.0,467.0,395.0,418.0,423.0,442.0
109,90,2022-02-07,150530.13,163142.88,15512.21,17209.47,4163.3,400.0,373.0,412.0,421.0,469.0,448.0,398.0,450.0,459.0,404.0,426.0,467.0,448.0,475.0,441.0,433.0,446.0,440.0,442.0,467.0
110,90,2022-02-14,156639.95,90668.49,14936.52,11809.96,6148.76,401.0,467.0,406.0,434.0,424.0,423.0,407.0,464.0,441.0,447.0,439.0,406.0,417.0,457.0,457.0,480.0,412.0,426.0,440.0,464.0
111,90,2022-02-21,186128.3,133254.32,12162.59,12817.95,-3001.43,421.0,491.0,406.0,415.0,397.0,437.0,421.0,476.0,459.0,425.0,478.0,393.0,429.0,487.0,462.0,472.0,474.0,486.0,410.0,444.0
112,90,2022-02-28,127196.61,160444.47,8572.64,13458.9,4285.1,413.0,384.0,480.0,386.0,384.0,482.0,448.0,451.0,440.0,430.0,462.0,461.0,433.0,464.0,447.0,399.0,420.0,402.0,407.0,433.0
113,90,2022-03-07,118001.37,134176.13,12004.05,9428.93,2502.0,478.0,432.0,404.0,477.0,452.0,433.0,424.0,462.0,399.0,452.0,382.0,389.0,431.0,469.0,460.0,471.0,410.0,448.0,401.0,445.0
114,90,2022-03-14,146490.91,166839.1,14446.75,15744.46,3750.25,385.0,478.0,420.0,410.0,454.0,492.0,416.0,389.0,441.0,427.0,408.0,393.0,380.0,418.0,394.0,471.0,463.0,416.0,461.0,422.0
115,90,2022-03-21,153577.54,163125.88,16001.44,10986.35,5298.27,469.0,456.0,489.0,444.0,402.0,394.0,418.0,439.0,383.0,405.0,438.0,420.0,462.0,405.0,479.0,482.0,425.0,416.0,487.0,437.0
116,90,2022-03-28,120004.98,100631.34,15756.51,14828.62,3917.64,483.0,452.0,406.0,433.0,467.0,484.0,493.0,398.0,467.0,429.0,390.0,400.0,418.0,429.0,403.0,446.0,468.0,425.0,422.0,456.0
