START_DATE_WEEK,ID_FIRMA,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,VENIT,CHELTUIALA,CASHFLOW,TVA IN,TVA OUT
2021-04-12,114,2306,3184,3156,2184,2551,3055,2494,1909,1540,2582,2032,3924,3402,2859,4204,2979,2173,2043,2983,1537,2142216.7900000005,1794520.23,347696.5600000005,407021.1901000001,340958.8437
2021-04-19,114,2361,3078,3163,2311,2650,2854,2402,1847,1602,2665,2079,3901,3119,2779,4105,2892,2185,2133,2773,1471,2095357.1899999995,1790666.2199999995,304690.97,398117.8660999999,340226.5817999999
2021-04-26,114,1904,2382,2291,1895,1927,2131,2050,1545,1214,2076,1571,2890,2459,2167,3024,2137,1793,2037,2313,1122,2272670.44,1452469.7499999998,820200.6900000002,431807.3836,275969.25249999994
2021-05-03,114,1795,3092,2434,1934,1877,2190,2131,1618,1214,2134,1620,2871,2477,2166,3126,2200,1788,1671,2367,1049,2292881.19,1394832.65,898048.54,435647.4261,265018.2035
2021-05-10,114,1829,2366,2429,1987,1994,2204,2119,1578,1173,2195,1624,2934,2583,2155,3122,2247,1760,1609,2375,1123,2294739.420000001,1385814.9599999995,908924.4600000014,436000.48980000016,263304.8423999999
2021-05-17,114,1866,2424,2362,1949,1991,2210,2081,1587,1263,2149,1567,2846,2597,2209,3129,2223,1677,1628,2328,1141,2305699.9000000004,1415982.95,889716.9500000004,438082.9810000001,269036.7605
2021-05-24,114,1809,2376,2438,1907,1990,2125,2077,1565,1260,2090,1907,2788,2576,2272,3124,2281,1708,1683,2410,1420,2285807.03,1378456.4099999997,907350.6200000001,434303.33569999994,261906.71789999993
2021-05-31,114,1891,2404,2456,1922,1855,2088,2101,1647,1176,2133,1674,3706,2576,2189,3100,2254,1776,1682,2410,1140,2286286.6300000004,1402123.1499999992,884163.4800000011,434394.45970000006,266403.39849999984
2021-06-07,114,1869,2460,2435,1865,1943,2159,2044,1629,1162,2166,1625,2789,2517,2231,3115,2289,1754,1696,2406,1145,2316737.1700000004,1409443.3699999999,907293.8000000005,440180.0623000001,267794.2403
2021-06-14,114,1868,2397,2442,1979,1933,2196,2029,1634,1231,2092,1581,2823,2534,2191,3202,2276,1720,1655,2379,1141,2331614.3299999987,1417738.4600000004,913875.8699999982,443006.72269999975,269370.3074000001
2021-06-21,114,1847,2525,3179,1990,1962,2083,2127,1657,1212,2028,1617,2765,3210,2227,3159,2274,1768,1704,2337,1129,2308209.8199999994,1423289.5399999998,884920.2799999996,438559.8657999999,270425.01259999996
2021-06-28,114,1805,2548,2435,1997,1846,2143,2153,1673,1154,2127,1591,2784,2598,2205,3181,2233,1692,1663,2735,1101,2292853.79,1402309.5099999998,890544.2800000003,435642.22010000004,266438.80689999997
2021-07-05,114,1815,2532,2432,1929,1905,2125,2148,1675,1228,2792,1677,2824,2637,2252,3163,2314,1652,1684,2386,1068,2297059.72,1401500.2200000002,895559.5,436441.34680000006,266285.04180000006
2021-07-12,114,1876,2462,2413,1960,1867,2100,2131,1670,1219,2102,1666,2806,2667,2253,3203,2244,1658,1577,2346,1052,2312073.0699999994,1417599.5899999996,894473.4799999997,439293.88329999987,269343.9220999999
2021-07-19,114,1947,2455,2372,1925,1834,2156,2095,1616,1126,2077,1535,2845,2611,2257,3177,2282,1667,1567,2472,1100,2291206.4999999995,1421919.0999999999,869287.3999999997,435329.2349999999,270164.62899999996
2021-07-26,114,1937,2472,2432,1957,1907,2159,2126,1871,1251,2029,1614,2829,2694,2902,3115,2211,1752,1564,2398,1122,2309677.59,1441706.3500000003,867971.2399999995,438838.7421,273924.2065000001
2021-08-02,114,1918,2481,2419,2008,1834,2175,2148,1648,1194,2040,1562,2739,2559,2278,3213,2212,1722,1646,2465,1139,2326544.11,1422356.4599999997,904187.6500000001,442043.3809,270247.7274
2021-08-09,114,1868,2477,2402,1976,1912,2100,2057,1691,1194,2035,1547,3362,2638,2258,4149,2297,1634,2053,2424,1108,2283864.47,1414651.9299999997,869212.5400000005,433934.2493,268783.86669999996
2021-08-16,114,1887,2491,2431,2017,1957,2038,2047,1734,1253,2131,1621,2736,2714,2212,3236,2370,1715,1616,2362,1094,2308205.6799999992,1410462.9500000004,897742.7299999988,438559.07919999986,267987.9605000001
2021-08-23,114,1833,2607,2483,2021,1887,2087,2103,1669,1129,2013,1548,2774,3402,2202,3156,2327,1706,1607,2387,1108,2310458.0,1413590.53,896867.47,438987.02,268582.2007
2021-08-30,114,1922,2504,2545,1955,1879,2105,2073,1680,1247,2062,1563,2828,2636,2277,3129,3198,1695,1633,2466,1039,2312385.9200000004,1428177.85,884208.0700000003,439353.32480000006,271353.7915
2021-09-06,114,1898,2611,2467,1928,1902,2001,2051,1669,1218,2103,1581,2774,2701,2322,3137,2291,1696,1649,2476,1005,2322187.0500000003,1396775.0200000003,925412.03,441215.5395000001,265387.25380000006
2021-09-13,114,1903,2502,2565,1982,1884,2117,2189,1659,1193,2552,1583,2770,2641,2213,3230,2260,1641,1659,3179,1053,2307799.52,1444036.1800000004,863763.3399999996,438481.90880000003,274366.8742000001
2021-09-20,114,1951,2544,2458,1977,1838,2107,2077,1647,1234,1964,1580,2821,2680,2233,3208,2378,1722,1568,2475,1089,2292421.69,1432512.38,859909.31,435560.1211,272177.35219999996
2021-09-27,114,1951,2575,2443,2030,1905,2078,2070,1717,1167,2089,1575,2690,2629,2244,3232,2383,1669,2306,2490,1523,2302230.5800000005,1448994.5700000003,853236.0100000002,437423.8102000001,275308.96830000007
2021-10-04,114,1919,2606,2541,1970,1895,2067,2097,1769,1165,2533,1619,3339,2632,2367,3201,2308,1740,1559,2393,1031,2300258.0300000007,1441052.3700000006,859205.6600000001,437049.0257000001,273799.9503000001
2021-10-11,114,1866,2620,2535,1959,1931,2017,2431,1693,1226,1979,1623,2800,2674,2254,3152,2380,1733,1561,2427,1005,2316499.370000001,1431151.6400000001,885347.7300000009,440134.8803000002,271918.8116
2021-10-18,114,1964,2624,2587,2082,1802,1992,2077,1693,1093,2025,1508,2762,2664,2357,3243,2384,1640,1618,2493,983,2342793.1599999997,1442086.0799999998,900707.0799999998,445130.7004,273996.3552
2021-10-25,114,1919,2617,2585,1996,1798,2045,2129,1757,1182,1949,1610,3539,2694,2318,3171,2379,1664,1604,2443,1025,2329485.2800000003,1455965.5799999996,873519.7000000007,442602.20320000005,276633.4601999999
2021-11-01,114,1951,2566,2610,2017,1877,1946,2184,1696,1202,2016,1592,2758,2705,2336,3198,2434,1740,1559,2442,975,2334330.96,1437597.12,896733.8399999999,443522.8824,273143.4528
2021-11-08,114,1904,2562,2519,2074,1775,2037,2082,1787,1155,2060,1508,2790,2700,2348,3227,2411,1729,1504,2455,1099,2326671.9099999997,1427447.6099999994,899224.3000000003,442067.66289999994,271215.0458999999
2021-11-15,114,1909,2689,2609,2113,1801,2028,2131,1706,1225,1955,1574,2686,2751,2371,3187,2408,1706,1611,2487,1325,2351872.3,1451997.1,899875.1999999997,446855.73699999996,275879.449
2021-11-22,114,1849,2595,2533,2100,1881,2035,2576,1661,1167,2051,1503,2688,2792,2350,3252,2443,1647,1616,2558,1008,2350285.6,1455670.8799999997,894614.7200000004,446554.264,276577.46719999996
2021-11-29,114,2577,3396,3463,2594,2461,2531,2817,2260,1627,2469,2163,3463,3368,3165,4031,2970,2036,2022,3209,1258,2198867.8499999996,1744368.0799999998,454499.7699999998,417784.8914999999,331429.93519999995
2021-12-06,114,2466,3438,3268,2807,2312,2359,2831,2142,1382,2405,2199,3695,3457,3126,4062,3066,2103,1987,3229,1259,2194416.8299999996,1835434.03,358982.7999999996,416939.1976999999,348732.4657
2021-12-13,114,2425,3472,3084,2450,2319,2688,2694,2179,1443,2538,2023,3475,3636,2748,4379,3158,1923,2052,3255,1415,2187298.8399999994,1835024.01,352274.8299999994,415586.7795999999,348654.56190000003
2021-12-20,114,2452,3333,3367,2891,2467,2570,2681,2126,1374,2604,1780,3303,3466,3045,4222,3196,2203,1838,3046,1183,2207008.899999999,1827293.69,379715.20999999903,419331.6909999998,347185.8011
2021-12-27,114,2139,3345,2993,2460,2414,2607,2637,2058,1448,2639,1851,3599,3839,3322,4417,3215,1916,2100,3101,1363,2181532.0,1837915.56,343616.43999999994,414491.08,349203.9564
2022-01-03,114,1926,2695,2525,2051,1745,2028,2119,1772,1198,1980,1474,2728,2862,2424,3345,2411,1646,1561,2538,1046,2349820.9999999995,1486953.0800000003,862867.9199999992,446465.98999999993,282521.0852000001
2022-01-10,114,1956,2682,2589,2102,1749,1928,2212,1719,1100,2023,1579,2655,2779,2378,3361,2461,2088,1502,2453,1005,2361262.4199999995,1443496.4,917766.0199999996,448639.8597999999,274264.316
2022-01-17,114,1926,2698,2541,2028,1880,1975,2109,2075,1076,2014,1599,2670,2783,2413,3315,2379,1652,1535,2560,978,2336465.6999999997,1422754.47,913711.2299999997,443928.48299999995,270323.3493
2022-01-24,114,1897,2607,2603,2153,1740,1998,2165,1724,1059,2057,1521,2630,2874,2393,3290,2432,1655,1567,2450,1064,2349390.58,1429474.7199999997,919915.8600000003,446384.21020000003,271600.1968
2022-01-31,114,1682,2374,2308,1813,1601,1804,2129,1602,956,1870,1311,2364,2667,1999,2962,2149,1598,1310,2094,907,1903857.2000000002,1330615.7400000002,573241.46,361732.868,252816.99060000005
2022-02-07,114,1832,2226,2476,1875,1673,1861,1910,1584,1005,1887,1308,2523,2696,2077,3111,2068,1468,1325,2189,927,1921444.6599999997,1296505.9599999997,624938.7,365074.48539999995,246336.13239999994
2022-02-14,114,1639,2290,2399,1842,1598,1691,1947,1656,1013,1926,1360,2232,2645,2003,2860,2225,1473,1301,2182,980,1904102.769999999,1301048.97,603053.7999999991,361779.52629999985,247199.3043
2022-02-21,114,2616,2400,2348,1758,1563,1695,2045,1413,976,1864,1307,2425,2734,2010,3021,2234,1396,1302,2256,843,1897176.6999999997,1272453.85,624722.8499999996,360463.573,241766.23150000002
2022-02-28,114,1929,2698,2568,2031,1791,1855,2138,1672,1113,2021,1557,2651,2899,2356,3406,2468,1610,1459,2421,1006,2345452.3200000003,1346891.9699999997,998560.3500000006,445635.94080000004,255909.47429999994
2022-03-07,114,1924,2627,2581,2073,1738,1930,2235,2127,1062,1949,1476,2661,3574,2291,3372,2430,1626,1537,2396,1053,2350367.2499999995,1424538.0099999995,925829.24,446569.7774999999,270662.2218999999
2022-03-14,114,1898,2722,3100,2168,1855,1929,2238,1712,1165,2086,1505,2645,2921,2258,3387,2423,1723,1555,2411,960,2349282.0000000005,1441109.08,908172.9200000004,446363.5800000001,273810.72520000004
2022-03-21,114,2510,3541,3380,2592,2499,2585,2776,2201,1416,2517,1880,3569,3592,2907,4304,3078,2208,1764,3079,1335,2182668.750000001,1748706.1899999997,433962.5600000012,414707.0625000002,332254.1760999999
2022-03-28,114,2394,3270,3161,2671,2341,2422,2868,2283,1453,2781,1969,3368,3780,3168,4252,3318,2032,1974,3454,1252,2181601.0199999996,1847072.83,334528.1899999995,414504.1937999999,350943.83770000003
2022-04-04,114,2495,3402,3219,2838,2405,2503,2886,2325,1587,2596,1973,3462,3606,3021,4574,3022,2246,1767,3360,1409,2166758.7699999996,1835052.8200000005,331705.949999999,411684.1662999999,348660.0358000001
2022-04-11,114,2706,3162,3127,2610,2456,2416,2885,2115,1456,2458,1965,3107,4014,3016,4467,3171,2099,1746,3176,1136,2213814.98,1848007.7200000002,365807.2599999998,420624.8462,351121.46680000005
2022-04-18,114,2624,3547,3282,2683,2204,2400,2777,1956,1413,2746,1991,3445,4096,3025,4347,3170,2352,1893,2802,1277,2189003.9199999995,1825042.8700000003,363961.0499999991,415910.7447999999,346758.1453000001
2022-04-25,114,1912,2620,2448,2092,1738,1872,2271,1672,1083,1982,1520,2568,2894,2291,3379,2447,1661,1446,2419,1068,2368724.6400000006,1518722.5199999998,850002.1200000008,450057.6816000001,288557.2788
2022-05-02,114,1936,2651,2524,2114,1852,1789,2275,1738,1079,1988,1523,2525,2949,2235,3422,2462,1770,1492,2361,1003,2348507.6399999997,1446071.0099999998,902436.6299999999,446216.4515999999,274753.49189999996
2022-05-09,114,1923,2599,2428,2095,1767,1916,2170,1694,1161,2124,1527,2553,3028,2243,3329,2489,1755,1419,2431,945,2348509.0800000005,1422661.0399999998,925848.0400000007,446216.7252000001,270305.5976
2022-05-16,114,1974,2681,2431,2172,1737,1782,2234,1738,1045,2119,1597,2658,2960,2213,4202,2576,1762,1492,2351,923,2344200.1199999996,1428905.5400000007,915294.5799999989,445398.0227999999,271492.05260000017
2022-05-23,114,2017,2660,2556,2171,1716,1863,2295,1730,1039,2025,1611,2624,2976,2315,3337,2464,1694,1500,2342,1213,2375620.6199999996,1452629.5099999998,922991.1099999999,451367.91779999994,275999.60689999996
2022-05-30,114,1973,2575,2416,2095,1745,1864,2289,1611,1160,2100,1606,2518,2975,2188,3413,2490,2305,1788,2314,1022,2350847.67,1443845.5,907002.1699999999,446661.0573,274330.645
2022-06-06,114,1998,2537,2399,2229,1830,2296,2217,1693,1097,2131,1574,2619,2963,2269,3464,2558,1741,1420,2395,957,2388554.9300000006,1465925.59,922629.3400000005,453825.43670000014,278525.8621
2022-06-13,114,2032,2625,2407,2127,1773,1799,2177,2021,1016,2789,1507,2627,3052,2307,3378,2486,1729,1502,2304,1016,2346620.08,1453614.4600000002,893005.6199999999,445857.8152,276186.74740000005
